time,haccel_var,vaccel_var,haccel_trapz_int1,RUL
0,0.3156694845274949,0.1899935576006252,8.860406750866465e-05,28020
10,0.2864258035853849,0.17728276499548162,8.908263662307268e-05,28010
20,0.28222172760950937,0.18120572071838967,8.799671293557284e-05,28000
30,0.3079568295812573,0.1985690446706172,8.692200418051737e-05,27990
40,0.3212130515580732,0.17961798030831747,8.833074811220146e-05,27980
50,0.29625030460980245,0.18723164009134427,8.07886838312193e-05,27970
60,0.2793919169351736,0.20196298516495093,8.210226631943484e-05,27960
70,0.29213863202178586,0.19153977967712,8.6044947402265e-05,27950
80,0.3208324166420904,0.2016536148397812,8.508000518958099e-05,27940
90,0.28479151731007596,0.20565708562899931,8.131914568636003e-05,27930
100,0.2934791552545855,0.2081887018291753,8.095443883975872e-05,27920
110,0.27362915811779503,0.21636792371959265,8.085435849928367e-05,27910
120,0.30000135577801385,0.21289470669939428,8.381749292011095e-05,27900
130,0.3034724110722877,0.23128207070572,8.399376802906508e-05,27890
140,0.2987212651817116,0.2084133040640876,8.471558629486567e-05,27880
150,0.2780061616657813,0.2160262452067153,8.355196708933613e-05,27870
160,0.28783912917628346,0.2195338992769087,8.259713664582273e-05,27860
170,0.2696026075218591,0.2211629683079328,8.29205194642601e-05,27850
180,0.2886413007369822,0.2269260056624597,8.381297874683861e-05,27840
190,0.2860554762112581,0.23726647733489645,8.300355577371091e-05,27830
200,0.2462207831086362,0.222736773384226,8.361114738922738e-05,27820
210,0.3593489567189332,0.2445736658551925,8.721366482928744e-05,27810
220,0.29825565891812605,0.2500058636552364,8.671655141050801e-05,27800
230,0.2767890817175593,0.23785871406662146,8.550135994278366e-05,27790
240,0.4043884753136906,0.24860499456193216,9.017275920645632e-05,27780
250,0.30472483809532536,0.23271820441334504,8.312360169531331e-05,27770
260,0.3360277223891168,0.24589760890347184,8.820024778438905e-05,27760
270,0.3511765546203351,0.23581016640640265,8.944723452568591e-05,27750
280,0.35058146493747555,0.2390305047526805,9.250511451263841e-05,27740
290,0.3896843719220153,0.2397125403415336,8.878976496175e-05,27730
300,0.3849332213144783,0.2615964032323113,8.78992117688388e-05,27720
310,0.3610124727736359,0.2526147211983136,9.014696962601187e-05,27710
320,0.3224798114491745,0.23455211013442145,8.693157419950504e-05,27700
330,0.39532705962396814,0.232240349109607,9.199809536615536e-05,27690
340,0.3111731180875098,0.22600777650800485,8.468326783736916e-05,27680
350,0.3328616527255215,0.2554266302260404,8.490096510601068e-05,27670
360,0.33245291098680513,0.21946757457747168,8.87161277375025e-05,27660
370,0.3312268737200505,0.2305331559569168,8.732301681675958e-05,27650
380,0.31390545070095743,0.2288927489252089,8.477019315299805e-05,27640
390,0.3016486558834933,0.2439960701836655,8.489844727182022e-05,27630
400,0.3605754210018562,0.2410057040859161,8.762154951692603e-05,27620
410,0.3136886166860529,0.2315281070607109,8.290737964718019e-05,27610
420,0.3787674899564038,0.22560452154100724,8.951661178588008e-05,27600
430,0.3458174106998278,0.2210901833180685,8.897921323534132e-05,27590
440,0.2860920150569986,0.2125080556942104,8.199607056425345e-05,27580
450,0.3485661128462046,0.2318189855777098,8.677094927058923e-05,27570
460,0.307356314612489,0.21826112055353045,8.442478960297529e-05,27560
470,0.2256522447025205,0.2055249753315504,7.746034006782948e-05,27550
480,0.2060584306345252,0.20354509978934648,7.519237243740887e-05,27540
490,0.16385656426323147,0.2114515663778576,6.446927891033044e-05,27530
500,0.14502241138872604,0.1895196812522897,6.285630989486084e-05,27520
510,0.1731153352772995,0.18700854048456428,6.491327236188696e-05,27510
520,0.16826450863374365,0.20134321676191871,5.873278340336261e-05,27500
530,0.1568507211502296,0.2017520504860297,5.887079453865387e-05,27490
540,0.16766312829092786,0.2053899956617576,6.189498991523736e-05,27480
550,0.1455386448916508,0.19820243720920647,5.6899566739525784e-05,27470
560,0.17958950247273714,0.22070501130064848,6.491099512049612e-05,27460
570,0.14107493164917329,0.20386538930978892,5.887208747934808e-05,27450
580,0.14278883157422334,0.19661692081806856,5.774964867879299e-05,27440
590,0.14851189951381766,0.19871092318028893,5.816470794022603e-05,27430
600,0.14645501852286047,0.19583177211557248,5.983570135091157e-05,27420
610,0.15544350379771762,0.2073997027755898,5.5217766161152333e-05,27410
620,0.15345271013320022,0.19992300888271167,5.9128500263355955e-05,27400
630,0.14957964269474772,0.20311460336068776,5.878272108282298e-05,27390
640,0.13905428665433273,0.2005427365058067,5.410552087916928e-05,27380
650,0.15833236242123389,0.2029476016260013,5.501462754265464e-05,27370
660,0.1400620554513482,0.19441377665821,5.9054916296408426e-05,27360
670,0.15400106056504004,0.209202480447532,5.751231011907387e-05,27350
680,0.1768761695289603,0.21590961719284268,5.6980009365355395e-05,27340
690,0.13950866661400327,0.20197388341087827,5.543505031104093e-05,27330
700,0.15531109437753396,0.21284367985480168,6.074775500777231e-05,27320
710,0.16925640807871728,0.21709981972389114,5.471599127223272e-05,27310
720,0.16344072806699395,0.1938593334858282,5.76441846989985e-05,27300
730,0.14744221473460706,0.1862523871867673,6.238933457607781e-05,27290
740,0.13988907734939796,0.19382719778172625,5.4052330348050344e-05,27280
750,0.1645270909510551,0.2100193253614693,6.378407887648592e-05,27270
760,0.18526503054034169,0.2065145352774521,6.836539669525737e-05,27260
770,0.163128074186694,0.19281209900107465,6.40506400036755e-05,27250
780,0.19636442627720171,0.20333250281955234,6.932170183884687e-05,27240
790,0.21812009982842406,0.1868625470848904,7.401713209352971e-05,27230
800,0.20426602397176635,0.1944300028306956,7.670560533150369e-05,27220
810,0.1947269184837828,0.17682443423319044,7.468645394349893e-05,27210
820,0.22053471512782705,0.19417476383581844,7.692088490208629e-05,27200
830,0.20399813205781067,0.1962347755396089,7.204525339600897e-05,27190
840,0.24084230967770004,0.20353859947183955,7.704979350138424e-05,27180
850,0.2429502933024375,0.2004853529758633,7.75996136385668e-05,27170
860,0.22149313744245192,0.1917203829859076,7.743894354797154e-05,27160
870,0.21866328152537606,0.19518738931207869,7.635607455989973e-05,27150
880,0.17900147605250466,0.17527148314023422,7.005613051628853e-05,27140
890,0.2204942368709396,0.2007900543838841,7.358404106564036e-05,27130
900,0.15752951025043352,0.1855098045927059,6.142315914280191e-05,27120
910,0.18400541385169367,0.18272622429660024,6.956418073367768e-05,27110
920,0.16380820963694312,0.18475817915185988,6.626491959462304e-05,27100
930,0.14598046998934522,0.1941198235339732,5.569982194849829e-05,27090
940,0.14611598745603752,0.1898344935935363,6.146673879702311e-05,27080
950,0.1503999932096278,0.18488370866167814,6.002470217314642e-05,27070
960,0.14594814331754954,0.17832806168043547,5.378178530754882e-05,27060
970,0.13979593106438062,0.17926547478934646,5.889397262149565e-05,27050
980,0.14484506481276255,0.1912263212312854,6.136391958956353e-05,27040
990,0.14256709208293644,0.18140355845041398,5.529344691134104e-05,27030
1000,0.14668914716686207,0.19093477338559986,5.255637464715589e-05,27020
1010,0.14463582359671134,0.1901619349593347,5.997067271410709e-05,27010
1020,0.14852366679962264,0.2019757067189332,5.580631068385073e-05,27000
1030,0.14040840969067508,0.18788414301484954,5.158035161935653e-05,26990
1040,0.15070733452459456,0.18999698456428293,5.679101972371194e-05,26980
1050,0.17435653946610005,0.19119045479175825,5.599467058534194e-05,26970
1060,0.15122707472096036,0.19124847424775304,5.493724514707616e-05,26960
1070,0.16285021361799046,0.181869847082448,5.752162502191825e-05,26950
1080,0.14115679013042204,0.18324643411717834,5.520203808741725e-05,26940
1090,0.15025406634534366,0.17867953301094178,5.504510658416969e-05,26930
1100,0.12737978832002247,0.18548834687484736,5.268535024911955e-05,26920
1110,0.13448478445620848,0.17440621921649085,5.218445487499862e-05,26910
1120,0.13507415110867893,0.1837100632508732,5.332711869226578e-05,26900
1130,0.13744103977139507,0.17908170038818266,5.571471217188294e-05,26890
1140,0.13861142296246093,0.18518039805527065,5.2892633892073856e-05,26880
1150,0.13600356699333235,0.1756620017285805,5.287117512924173e-05,26870
1160,0.1491064540700408,0.18424579933430416,5.718894462613782e-05,26860
1170,0.12002389612092125,0.1878317553341149,5.026405025587409e-05,26850
1180,0.14233366678817408,0.19867623575722326,5.462611071637585e-05,26840
1190,0.13583751606523545,0.17843585463010453,5.380452483978749e-05,26830
1200,0.14184288688879934,0.1852496017334652,5.633848426889325e-05,26820
1210,0.13574441598509548,0.17158559235785464,5.337654006531274e-05,26810
1220,0.1369647156724734,0.1846554034040397,5.434711636529424e-05,26800
1230,0.13812512153780165,0.1845167572269441,5.430339555871676e-05,26790
1240,0.13161697654784585,0.18518365004258866,5.5073273961999977e-05,26780
1250,0.13563925089741474,0.18728080122850724,5.367414887440169e-05,26770
1260,0.15463336443663908,0.19108580717015924,5.472043615586026e-05,26760
1270,0.12247762007620165,0.1824133172734405,5.34779089505627e-05,26750
1280,0.13804655490425946,0.18267329338715685,5.539342761704219e-05,26740
1290,0.13878683286302632,0.1825760583601993,5.071481841363493e-05,26730
1300,0.1312414094823112,0.18226703186043744,5.162768892570557e-05,26720
1310,0.15939529369321512,0.18010826726992965,5.341155045453935e-05,26710
1320,0.1202454731021334,0.18684221271355386,5.3194307698865024e-05,26700
1330,0.14329562226455647,0.18783746052596229,5.698310857332705e-05,26690
1340,0.14430375576152793,0.18755137573255545,5.590886449981018e-05,26680
1350,0.14526058020466978,0.19329775752842293,5.069557331814626e-05,26670
1360,0.13691955762001148,0.1860096185912466,5.424850444704802e-05,26660
1370,0.13713670548493065,0.1907715200504042,5.416105184112568e-05,26650
1380,0.14964976614873365,0.2101384181021639,5.231761918701476e-05,26640
1390,0.13698451028096306,0.19019667444314187,5.145718641052306e-05,26630
1400,0.13593192914086924,0.19311196076592416,5.50895106252422e-05,26620
1410,0.14676778716035924,0.18576140504103164,5.665373272161909e-05,26610
1420,0.13857445564673698,0.19124200426863525,5.151012434501006e-05,26600
1430,0.1278919745499951,0.18521726123485732,5.5378548350367294e-05,26590
1440,0.1415483680124072,0.20317904931064384,5.3916634721205184e-05,26580
1450,0.13043445051152186,0.18133465860672504,5.4686766359459946e-05,26570
1460,0.13913587602518074,0.1846850862147079,5.499319469158017e-05,26560
1470,0.15139950192564844,0.1866254822098476,5.444528912871027e-05,26550
1480,0.1488121070448356,0.19521704588447025,5.464579303317339e-05,26540
1490,0.14334023505275498,0.2109851059457735,5.571989830126416e-05,26530
1500,0.13119761960223109,0.18788237575575786,5.394466773544602e-05,26520
1510,0.1438648783161147,0.20963773136341712,5.316032469988258e-05,26510
1520,0.1478175779050349,0.19913303753358247,5.832361024566213e-05,26500
1530,0.1359206334076727,0.20113366939829397,5.46492951154145e-05,26490
1540,0.14669740375253396,0.19591973557160391,5.628714348430477e-05,26480
1550,0.1367864653178732,0.20573110518009352,5.430848425331942e-05,26470
1560,0.12657785493463633,0.1978435867634757,5.136361724255094e-05,26460
1570,0.1355431256434093,0.2053359068323503,5.118723086384626e-05,26450
1580,0.1492162299506643,0.2058011548198454,5.439271015242437e-05,26440
1590,0.16409683592452495,0.20029389038137446,5.1395333753885496e-05,26430
1600,0.16841504823905826,0.2088904897468188,5.870466880157091e-05,26420
1610,0.1472664979726883,0.20987340762611734,5.522845211401832e-05,26410
1620,0.14521986262562891,0.1929647272152208,5.3780604569012796e-05,26400
1630,0.13059544583821805,0.2064085877965941,5.179292588564488e-05,26390
1640,0.13960952158985446,0.20223115044802048,5.337348815150818e-05,26380
1650,0.13389448595505446,0.2099934641997301,5.2216356399214316e-05,26370
1660,0.15662730525534874,0.2158512387401084,5.494491887884731e-05,26360
1670,0.12987220761146326,0.187449781823802,5.271586010939328e-05,26350
1680,0.1636982921007962,0.21987414584783488,5.608787555892997e-05,26340
1690,0.13300044064316502,0.21474382326836647,5.378314529327578e-05,26330
1700,0.12971862957194585,0.1946165611321256,5.3241039224257286e-05,26320
1710,0.13611980034910487,0.19969065431809305,5.2419256271338955e-05,26310
1720,0.13199586923541912,0.20640041995637332,5.111339578091454e-05,26300
1730,0.15207399202813598,0.21026632572232806,5.143023842361059e-05,26290
1740,0.132961565146908,0.21352182974245312,5.111583055078841e-05,26280
1750,0.13053987370493844,0.2095413579582784,5.17063958499987e-05,26270
1760,0.15491136975136774,0.2049480106778465,5.457568583456744e-05,26260
1770,0.13874049975439015,0.2133806238214085,5.176755211363837e-05,26250
1780,0.12672586408738154,0.18810833900434126,5.1051489441876645e-05,26240
1790,0.15115907229249095,0.2001230181656653,5.192752287977047e-05,26230
1800,0.15739364084465976,0.2034693886331025,5.648092345490676e-05,26220
1810,0.14693152071716858,0.2314436691723757,5.557240923076198e-05,26210
1820,0.14424516480421432,0.2065256924970692,5.403505245832343e-05,26200
1830,0.16507046098558398,0.21969844436532213,5.683596455941481e-05,26190
1840,0.130284728504787,0.2181874076177218,5.189662093960166e-05,26180
1850,0.13590610823563892,0.20421620374169602,5.3419333510717407e-05,26170
1860,0.15114808708907287,0.20256157728833896,5.4708376910650624e-05,26160
1870,0.14649593746580694,0.2001488249554269,5.364940497206813e-05,26150
1880,0.14613459277778795,0.2121496521637785,5.477571480048317e-05,26140
1890,0.1465931580884867,0.21320730199037105,5.1655393885278193e-05,26130
1900,0.1550084817944937,0.21533104017667426,5.5626421571328294e-05,26120
1910,0.14447465435579693,0.2139787442468677,5.252518721103838e-05,26110
1920,0.1492739665382901,0.21823923348216465,5.2168723828390366e-05,26100
